date,code,open,high,low,close,volume,amount,adjustflag
2021-09-17,sh.000001,3595.2715,3620.9575,3569.2707,3613.9663,51685021000,628834394261.2000,3
2021-09-22,sh.000001,3563.2074,3629.4539,3560.5033,3628.4897,47229605300,559874729606.3000,3
2021-09-23,sh.000001,3651.2661,3670.9542,3632.2822,3642.2204,53499548600,633218929071.3000,3
2021-09-24,sh.000001,3637.8677,3651.4294,3607.7919,3613.0673,50730477200,606788609082.6000,3
